author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
AVAEMPIRE,amzn1.account.AGQ22LX6AG4JXHRO6KQZ7X5LVBZA,"Reviewed in the United States on January 3, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"This is a fun game. Creating your own hero was an interesting addition. My ODC on smashing and collecting everything was satisfied. I have not been disappointed by the game, but I am feeling like the series needs to do something more to keep it interesting. I feel like this is a good buy at $19.99.",What you expect to play,Platform: Nintendo SwitchEdition: StandardVerified Purchase,2 people found this helpful,738,288,Public,40197.0
Kelly Pritchett,amzn1.account.AELWBK5XE7QVFFYMSAXMGLZPJ72A,"Reviewed in the United States on January 23, 2020",1,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,3.0 out of 5 stars,"The game itself was everything I expected. The one problem I had was that it didn’t come with cover art on the case. Cover art is worth $5-$7 by itself, I paid $20 for a game with the cover art, not for a game without it.  I wish I would have bought it when it was cheaper (about 1-2 weeks ago) since apparently it doesn’t come with the cover art.",description didn’t say no cover. So you get 3 stars.,Platform: Nintendo SwitchEdition: StandardVerified Purchase,4 people found this helpful,4,9,Public,9557414.0
Shannon O.,amzn1.account.AG2EDY7EBX4G662ZXMIWZYTNBKXA,"Reviewed in the United States on September 3, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"My boys 4 & 8 years old love this game. They didn’t want to be villains at first but really enjoy exploring and “being bad guys.” It’s been hours of fun! Glad that I purchased. They beat Mario Deluxe, Odyssey, and Yoshi... still working on Luigi Mansion 3 and Ultimate Alliance... if you’re kiddos enjoyed the other games I mentioned, I think they’ll enjoy this!",Fun game for younger kids,Platform: Nintendo SwitchEdition: StandardVerified Purchase,One person found this helpful,226,63,Public,400249.0
Charlene,amzn1.account.AFM4WUKU5FBYBTR4QAFLRQRANLYA,"Reviewed in the United States on December 5, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"At first, I didn't like this game. I didn't understand the controls or what was really going on.I played it a lot more and slowly started liking it. It takes a bit to get used to the controls, but once I did, it made sense.There are still things I dont like or understand yet, and I feel the creators could've improved some of the narratives and missions, but it is an enjoyable game.",Good,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,60,109,Public,583855.0
Lindsey B,amzn1.account.AFXFJVZ5DH2KFRW6C5N3LJT4G3SA,"Reviewed in the United States on June 26, 2019",2,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,Love playing as a villain. Haven’t finished the game yet. I like how much content is in this game compared to other LEGO games. I’ve had no problems saving in this game so far.,Fun LEGO game.,Platform: Nintendo SwitchEdition: StandardVerified Purchase,3 people found this helpful,402,260,Public,28557.0
Mark Carol Anderson,amzn1.account.AGBANIKPWZFES6OPGUTST5337KKA,"Reviewed in the United States on January 14, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"This was exactly what my grandson wanted.  The price was much better on Amazon than other retailers. He loaded the game and played until they left for home.  Many screens, he came to show us, because he said they were so cool. :)",Gift request for Grandson at Christmas,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,90,77,Public,1324606.0
Tylor J. Law,amzn1.account.AEH6AVQEXN2JECX45ZBPOV3ELI3A,"Reviewed in the United States on January 8, 2021",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"We LOVE the game. Great price for here super fast and works, had a scare when we tried to start the game for the first time we couldn't get it to work but after restarting the switch and reinserting the game card it worked wonderfully.",Worth every cent.,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,7,56,Public,1697233.0
Haydee,amzn1.account.AERD6AA4XR4TKW74B7HNC7HMSHYQ,"Reviewed in the United States on June 23, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,2.0 out of 5 stars,"I’m an adult who is obsessed with LEGO games having played Star Wars, Indiana Jones, Harry Potter, marvel superheroes 1 & 2, I have to say this is definitely the worst one I’ve played. I wanted to like it but the puzzles and levels were not fun.  Others may like it, but I was bored.",Meh. Was really hopeful.,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,64,62,Public,3753522.0
Evonders,amzn1.account.AGLQYGXNHZJEJSK7F4JBJ46A5FMQ,"Reviewed in the United States on March 28, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Started off great. My 5 and 8 year olds could explore and play. My husband would jump in and help them with specific tasks. Well, now the game is switching to spanish mid game and Joker is frozen. We're at a point that his skills/strengths are needed to move forward and he's stuck. My 5 year old is so upset.",Glitches and frozen,Platform: Nintendo SwitchEdition: StandardVerified Purchase,One person found this helpful,29,11,Public,8567959.0
Rachel Cook,amzn1.account.AEPJUS3TWW6RC2SDRLM5BKUO5JZQ,"Reviewed in the United States on June 29, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,3.0 out of 5 stars,"I have really been enjoying this product. Unfortunately, there is a glitch that keeps me from continuing the storyline. I have restarted once and it occurs at the same spot.Update: Once removing the Device from the console, the game played perfectly in handheld form. Strange but glad the game will work.",A glitch won’t let me play (UPDATED),Platform: Nintendo SwitchEdition: StandardVerified Purchase,One person found this helpful,14,16,Public,5028214.0
Mr.Bill,amzn1.account.AG5RSQCTJCR5DKRQM5EMCSYCVGOA,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Grandsons love it.  But it glitches and freezes up sometimes.It could be the Game System and not the game itself, although the system is new also.Just be aware.Would buy again.",NICE GAME,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,76,178,Public,232764.0
Patrick G. Rabon,amzn1.account.AFWIFR52JF53ZRHOS6E5TJUJ5LRQ,"Reviewed in the United States on June 25, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"I've loved the Lego games so far: The Hobbit, Star Wars, Harry Potter... I enjoy re-living the stories in an interactive way and the games help me de-stress after a long week. With this game, it is too chaotic. There is so much going on on the screen at one time, that I just can't focus on the game play and enjoy it like I did the others.",Maybe I'm just getting too old,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,293,109,Public,159301.0
KB,amzn1.account.AGBPTLEQQYYRAO2MXWLXKVKARVOA,"Reviewed in the United States on June 17, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"This game has been so fun! Until it continually crashed or froze. I was in the middle of a level and poof... error occurred and game closed. Not to mention the times I’ve had to close it from it freezing. I would think by now LEGO could get this under control but glitches are unfortunately, part of the problem with these games.","Glitch, please.",Platform: Nintendo SwitchEdition: StandardVerified Purchase,,60,68,Public,400241.0
Mike Rodriguez,amzn1.account.AGQQFHJR6A4U53733T3ANOM4KKPA,"Reviewed in the United States on December 11, 2018",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,All in all its a lego game it was really fun and i had a blast playing it. Even though I beat the game theres still lots to do after even without dlc. So the fun will continue!,10/10,Platform: Nintendo SwitchEdition: StandardVerified Purchase,2 people found this helpful,2,1,Public,56520961.0
olen l. wilson,amzn1.account.AHBM4FURUC2J2MB3GJ3KL2Q7HE3A,"Reviewed in the United States on February 15, 2021",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,Got this one for my youngest grandson he's been wanting a Nintendo switch for a long time got him one for Christmas and this is one of the games I haven't seen him yet they're asking what he likes about it,For my youngest grandson,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,19,57,Public,1409080.0
ManaPot,amzn1.account.AGXKHSTBBIZGKQIHPMJREG3X4A7Q,"Reviewed in the United States on October 26, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"Kids enjoy it. My son is the Lego fan, but he didn't really get in to this one (compared to other Lego games). I plan on playing through it eventually, seemed like a fun one.",Good Game,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,35,103,Public,955934.0
Cristlelee,amzn1.account.AHIG35ABED75LP235KT4BZDOP75Q,"Reviewed in the United States on June 25, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,My son loves LEGO games. I don’t feel as guilty buying these over some other violent games. The characters each have a specific role and the story line forces the user to problem solve and strategize to win the game. This game is no different. The villains have to use their talents to work together through the game. I was surprised to learn 2 players can play on one set of controllers. Big win in my house!!,LEGO classic team work strategy game.,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,4,14,Public,7568339.0
Nina-Mari Vietze,amzn1.account.AFMALUH5DASNVZRLHUHIIM5KHE3Q,"Reviewed in the United States on August 20, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I am an avid LEGO video game player and I loved this game! The basis is the same as most LEGO games but it has a few creative additions. In the beginning, you design your own character to play as throughout the game. Many of the characters have unique actions and sayings that make the game that much better.I really recommend this game.",Really fun game,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,7,16,Public,3742971.0
Tia Garrigues,amzn1.account.AF4HVYQ7SXBLJA7FDBBY6FCMJQCA,"Reviewed in the United States on October 1, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"This game is so fun! Smashing objects, completing evil deeds, collecting heroes and villains from DC comics! There's a lot to do and I just adore this game.",Perfect Lego game is perfect,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,40,134,Public,1483086.0
Bethany Smith,amzn1.account.AHDXJ5X523WY3HTYZVHNVL65TX3Q,"Reviewed in the United States on September 14, 2020",2,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"Where’s my game?! I just got home, opened up the package to find an empty container. There was no seal on the side of the game container showing it had never been opened and than an empty spot where the game should be and nothing at the bottom of the bag.",Where’s my game?!,Platform: Nintendo SwitchEdition: StandardVerified Purchase,2 people found this helpful,2,3,Public,17740278.0
Lora,amzn1.account.AENYC6G7H5F7BNMCVNXYP2YAR5YA,"Reviewed in the United States on June 20, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,This is a review from my son:This game is awesome because it has almost everything— lots of different characters (heroes and villains) and abilities.  I wish they had advanced swimming (faster) and advanced lantern construction (more colors).,Favorite game ever,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,156,22,Public,2453830.0
Rudy Trevino,amzn1.account.AHSA43OR5XG2YJOOIIDVZAXDWTFQ,"Reviewed in the United States on September 30, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,Awesome game. Tons of DC characters to unlock and play as. Even has customization so you can create your own hero or villain. DLC also available.,Lego DC.. nuff said,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,17,71,Public,3367176.0
Loved.Saved,amzn1.account.AFVBQVRAT37QY2JU7PCPOY3V4D3Q,"Reviewed in the United States on January 2, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,It works great and just like the other superhero versions of Lego.  I made a villain and realized you have to accomplish different levels to build your character even more! I love the story aspect of these games!,Love the graphics!,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,53,123,Public,799230.0
1tvu*,amzn1.account.AGMIKAEKLP4DZBZOF2DWXCNX7STA,"Reviewed in the United States on December 12, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"I bought this one for my 8 years old son, and he is the one love LEGO. However, he told me this game is boring compare to other games he has.",Not fun,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,256,38,Public,97754.0
derek johnson,amzn1.account.AGSJGVXSTIE6YS4OIGQ7AZKBTORQ,"Reviewed in the United States on March 22, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,Perfect gift. We have beat the whole game. It does get a little laggy due to it being such a huge game. Some things are harder than I expected it to be.,Excellent game,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,35,167,Public,287297.0
Amanda C,amzn1.account.AHFG5B2ICQCYBPKN2R52N67M7SCQ,"Reviewed in the United States on May 28, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,Got this as a surprise for our drive to Florida to pull out when my kids got way too antsy and it worked like a charm! They loved it and kept them entertained for hours!,Kids loved it!,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,10,30,Public,4995118.0
Kindle Customer,amzn1.account.AF3IML6WXQJTV4TVK2ZCS45K6XVQ,"Reviewed in the United States on August 27, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,my son loves this game says it is really fun and he plays it alot while traveling or at home,FUN,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,49,193,Public,1029691.0
Sword,amzn1.account.AG7Z2D4GS2BXY3HSPEAR6NFSNMPQ,"Reviewed in the United States on June 10, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,Bought 2 one for each grandson ages 6 and 8 . They both love this. Hit the jackpot finally found game they liked.,Grandsons love game,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,14,55,Public,1576573.0
Jim,amzn1.account.AHFYDE2OKQWDVJXG3XPWZOHOQU2Q,"Reviewed in the United States on December 29, 2018",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"My kids have loved this game. It’s entertaining and challenging. It’s a long game, so it will provide a lot of fun times.",Hours of fun,Platform: Nintendo SwitchEdition: StandardVerified Purchase,One person found this helpful,16,32,Public,11351403.0
Ray N,amzn1.account.AELT6KELZ4GGA2XPAXQJWIOXF7ZA,"Reviewed in the United States on March 28, 2020",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,2.0 out of 5 stars,"Not intuitive, not easy to learn, not fun.  Maybe if I were a kid with tons of time on my hand I would enjoy it but I'm not.  I'm a casual gamer who likes to pick up games and play them, not spend hours learning the basics.",Not a good buy,Platform: Nintendo SwitchEdition: StandardVerified Purchase,One person found this helpful,108,343,Public,186256.0
Amazon Customer,amzn1.account.AFIO4GK26WR563ATQF557JSIDCSQ,"Reviewed in the United States on July 19, 2019",0,,https://www.amazon.com/LEGO-DC-Super-Villains-Nintendo-Switch/product-reviews/B07DFDNMYQ/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,I bought this for my son after he saw a commercial for it. It delivered before it was supposed and my son was ecstatic to find it waiting for him. He hasn't gotten off it since it arrived. Fun game.,Great price,Platform: Nintendo SwitchEdition: StandardVerified Purchase,,1,14,Public,15558967.0
